ID,Paragraph,LatentClasses,LatentClassNames
26,"Abortion

I am very pro-choice and DO NOT believe that abortion should be illegal. The decision as to whether to bear a child is one of the most important a womxn will make in their life. Women should not have to explain why they don't want to carry a child and should be given the option of termination regardless of the reason. In extreme cases of rape and incest, carrying a child can be traumatic. The outlawing of abortion will only force women to subject themselves to unsafe means to terminate a pregnancy, increasing the rates of female mortality. Further, an embryo or fetus can not survive on its own when removed from the women's uterus; thus, it should not have the same rights as a full-fledged human being.",3,sages
28,"I strongly support the legalization, regulation, and taxation of psychedelics and barbiturates. The legalization of marijuana in Colorado generated millions in tax dollars, deprived mexican drug cartels of billions of dollars, supported local entrepreneurs, and standardized a safer product.",3,sages
29,I think keeping standardized testing in place is best for poor and low income students who may struggle with grades and being able to be involved in extra curriculum activities and this tests allows Lemon ability to set them selves apart in this context. I think a lot of times people think this will help them I think actually it stripped of their abilities to leap forward,3,sages
32,"Removing standardized testing is something I feel personally about because I struggle with test anxiety and understand how stressful they can be. Some students take this test so seriously and use it to determine how smart they are, how skilled they are, and what they’re worth. I feel strongly that these tests do more harm than good and should be discontinued.",3,sages
33,"As I stated previously. Abortion should be every woman's personal choice. A choice they have already been making for themselves for decades. Some crusty, old, straight, white man in a position of authority has no right to decide what a woman can or can't do with her body. The minute that right is taken away they will start to think they can (as they have already shown they want to) take away the rights of other groups of people.",3,sages
34,"I think abortion is a way more complicated issue than people outraged about it present. Both the mother and fetus are human life. Both deserve to live. Sometimes that's not possible for health reasons. In the future birth control will be widely available and pretty much fool proof so abortion rates will be null to minimal. We'll look back 100 years from now at pro-choice as barbaric, but we don't live in the future yet, today abortion is still a very necessary evil.",3,sages
35,"I think at the point that vaccines were shown not to prevent transmission, the idea of a vaccine mandate should’ve been eliminated. There’s no benefit to workplaces, as anyone, vaccinated or not, can spread Covid. Since it doesn’t prevent getting Covid either, it shouldn’t be mandated. At this point, the only thing it does is prevent severe Covid, if it even does that. If they want to risk their health, that should be someone’s choice. No one’s outlawed cigarettes or fast food, and those kill millions every year.",3,sages
36,"Abortion should NOT be illegal: 

There are many situations in which abortions are the only option for a woman. That choice should not be taken away from a woman as it is her body and her decision. If we as a country advocate for the separation of church and state why does the same argument not apply to this matter? There are so many situations in which women or young girls have been sexually assaulted or raped and now have a child that they are unfit to carry. Should be stuck with a child that is a constant reminder of the trauma that she endured. Just because abortions are illegal does not mean that women will not find other (potentially much more dangerous) ways to stop their pregnancies. We as a country are moving backward rather than progressing forwards.",3,sages
37,"There are no good outcomes to taking drugs recreationally. An addict is still an addict whether the drug they took is legal or not. People say that there would be less crime if drugs were legalized, but someone who is stealing to get money for drugs will still do that if the drugs are sold at CVS. Their lives will still be ruined by addiction if the drugs are legal. They still put themselves and other people in danger with their behavior under the influence. Many of the drugs that are illegal, including ones people consider harmless like marijuana, can cause psychosis. A society full of people getting stoned is never going to be a good society.",3,sages
38,"I hold the stance that illicit drugs should NOT be legalized because I see absolutely no positive outcomes for people who use illicit drugs. They kill people, destroy families, and break hearts.",3,sages
40,"Standardized tests are used in college admissions to gauge where applicants stand in the applicant pool. Students apply from a variety of different schools, and school districts. Research has shown that standardized tests are only able to predict performance of the first year of college at best.  Past grades are better in predicting students' future success in a college setting.",3,sages
41,"Standardized testing offers a clear assessment of a students progress or not.  It also by drilling down shows his/her school success or failure to educate this student.  It also charts our students progress and success against other countries students.  We can see, with accuracy, whether our educational system is properly preparing our students for both academic and real world success in a globalized economy and ever more connected world.  Removing these standards doesn't help current or future students as we don't know how successful they are in school or whether their schools are just passing them along from one grade to another or they really are successful in a challenging academic environment.  Standardized testing should be kept to help measure progress, success, and failures of both students and their schools.",3,sages
43,Defunding the police would be a bad idea because it will lead to a surge in criminal activity which will  make the streets less safe and lead to more deaths from violent crimes like shootings.,3,sages
44,"Abortion should be legal because the majority of Americans want it to be. There should be no question that if the case of health of mother, incest or rape the fetus should not have to be carried to term. I would also add if the baby cannot survive outside of the womb. 
The majority of arguments against it are religions based ethical or moral arguments. Religion has no place in politics.",3,sages
46,"I believe that vaccines should never be mandatory.  The ""science"" behind them in shaky and unreliable.  They have never done a true vaccinated vs unvaccinated study for any of the vaccines.  They hide adverse reactions and blame them on other things.  Most vaccines don't even prevent the disease they are supposed to.",3,sages
47,I believe mandatory vaccines are the safest and most logical way to keep our population safe from disease and to also protect those that immune compromised.,3,sages
48,"I oppose abortion. I think it's philosophically unjustifiable and the arguments, like Judith Thomson's, are unsound. It is not a matter of ""bodily autonomy"", because the child also carries that autonomy. All opposing arguments I've encountered are fallacious.",3,sages
49,"Vaccine mandates.  I'm all for it, and I don't see how any rational, reasonable person wouldn't be.  Why put yourself and your family at risk?  When death is involved, why would you knowingly choose that fate?",3,sages
51,I support the legalization of drugs. I feel that most importantly it is the individuals right to decide what substances they ingest and for  what purposes. I believe that the war on drugs has been largely ineffective much like the prohibition of alcohol.,3,sages
52,"Defund the police is not actually “defunding” it means to restructure and hold accountable. Police do not prevent crime anyway. They need to be better trained and need to be a diverse group. They need to be held accountable when they commit crimes- they also need to be held accountable financially by paying these huge lawsuits out of their own pension funds, NOT from taxpayer money.",3,sages
54,The legalization of abortion is an issue that I care deeply about. It is not only a medical necessity in our society but it broached on our need for bodily autonomy and what can be at risk without legalization. Making abortion illegal wouldn't stop abortions from happening it would only mean that safe abortion would only be available to people with means and would be unsafe for everyone else.,3,sages
55,I support continuing affirmative action because the work of social justice isn't done. Under-represented populations continue to need prioritizing to try to help make up the ground lost by years of racist systems and attitudes. It's a moral issue.,3,sages
56,Abortion should not be illegal.  Women should be able to choose whether or not they have one.  I had an abortion when I was 22 to a man who was abusive and would have used the child against me.  I do not regret a single thing about it.  I'm so glad I had that choice and it was mine to make.   I support that right for everyone.,3,sages
58,"I believe affirmative action should be removed with student race not being a factor in the admission process, with past academic success and potentially being the primary factor into acceptance/rejection. If universities and politicians want more people of color to be accepted into top universities on merit alone more funding needs to be available to ensure all students regardless of socioeconomic background have an equal chance of succeeding rather than just meeting a quota.",3,sages
60,"For anyone who ever planned on caring enough to reevaluate their positions on this matter, it's not difficult to discover why psychoactive chemicals have ever been banned in the United States. It hasn't usually been about popular consensus. Instead, it's usually ultimately revolved around corporate interest. 

The simple fact is that even upon perusal of most ingenuous anti-legalization literature, studies are referenced which demonstrate the pervasive inaccuracy of most anti-legalization claims: the ""slippery slope"" fallacy, the fear-mongering about stoned drivers wreaking incessant havoc on public roads, and so on. It's all heavily dramatized or just plain wrong.  

Even acknowledging that some civil and criminal issues will pop up as a result of legalization, there is no concrete reason whatsoever for substances like alcohol and tobacco to be legal, while less harmful substances still incur legal wrath.

Drugs other than marijuana, more harmful ones, should still be legalized, although regulated much ore tightly. A portion of people will always be drawn towards hard drugs; them doing so outside the confines of the law destroys society without the framework to repair it that legalization could provide.",3,sages
61,I think mothers should have the ability to choose to get an abortion. This is important because it's her body and she needs to have said choice if it is necessary.,3,sages
62,"Standardized tests should be removed. They have been proven to both be an inaccurate measurement of educational ability and have also been proven to unfairly favor white people. They also provide zero benefit, as they are just an arbitrary measure of intelligence and doesn't actually demonstrate any real-world ability.",3,sages
65,"Illicit drugs should not be legalized at all. While marijuana could enhance public health, people will abuse the  legalization. Crime and violence will increase caused by drug addicts, and local governments would have to increase spending on law enforcement to control it. It also makes it way easier for adolescents to get access to these drugs. Most illicit drugs, such as cocaine and opioids don’t even have any health benefits anyway, and will only do harm.",3,sages
66,"I think vaccine mandates are important. They are preventative, ideally, and not reactive to a problem. Many are concerned with side effects and fundamental attacks on their bodily autonomy, but the greater good outweighs these concerns, and legal recourse does exist if the entity mandating the vaccine fails to ensure its safety. There are generally too many people in the modern world, who all live too closely to one another in urban centers, literally akin to animals. Vaccines prevent disaster in such communities and mitigate risk of unnecessary death. They also ensure the safety of children, the elderly, and the immunocompromised who are not always able to protect themselves. To defy that point, at the very least, is immoral, and those who disagree share the culpability of murderers.",3,sages
67,"I believe that ""defunding the police"" doesn't necessarily mean getting rid of law enforcement but rather redistributing money and resources and making room for additional social services to respond to 9-11 calls that don't need police intervention. This will free officers up to respond to the more dangerous scenes where suspects may be armed or an ongoing crime is happening. Moreover, when somebody is having a mental health crisis or there's another situation which needs a calm, de-escalating response, people trained to handle those types of situations--without weapons blazing--can respond to those.",3,sages
68,"Vaccines are an important requirement. They not only protect you, but also others.",3,sages
69,The legality of abortion. I feel abortions should be legal. The government has no right to govern a women's body. Men are not held to the same standard and women do not create children on their own. A women should have the right to choose what to do with her own body.,3,sages
70,"We shouldn't defund the police because a lot of black people are getting killed by police. While racism exists, the issue is more about class. Poor people are killed by police, not just blacks. Many blacks happen to be poor, so we confuse the issue. The police do a lot of important work. We should spend more money giving them better training. We can save money by giving them fewer weapons.",3,sages
71,"When it comes to the issue of defunding the police I am slightly leaning towards that ideal. The social issues that are brought are due to the police not acting the way they should be. More violence has been created because of police not listening and not doing their job correctly. Last of all, this isn't just due to social issues, recently with the Robb Elementary school shooting the lack of police effort was a huge deal that caused an issue worldwide about realizing that the police aren't taking measures to protect communities like they are supposed to and rather harming them more.",3,sages
74,"Drug legalization would put less people in prison, create a large surplus for taxes in many states that would likely put up government owned drug dispenseries. This could be used for the greater good, better roads, schools, healthcare, among other things. More freedom for people, is generally good, some drawbacks could occur with more addiction and dependencies on the population, but at the same time some drugs that are illegal now across the country are showing in studies to be effective at treating certain mental illnesses and other physical illnesses.",3,sages
75,Abortions should be legal to anyone because it is a women’s choice what to do with her body and the government should not be able to tell someone what they have to do with their own body.,3,sages
76,"I believe that standardized tests should not be a part of academic admissions criteria because the practice prevents many bright, hardworking students from participating in these programs. We have learned that tests are not the gold standard for evaluating a person's intelligence, as psychological, social, cultural, and economic factors all have an impact on test-taking abilities, particularly when the tests are designed with a particular bias towards a certain population. If we want to grow as a nation, we need an educated workforce, and that means opening up educational programs to learners of all types.",3,sages
79,"I am pro-choice when it comes to abortion. Right now I do not believe I would ever have one, however, I have never been put into the position where I had to think about abortion as an option. I do believe it should be an option available to anyone in an adverse situation, but I do not believe it should be used as a form of birth control. There should be a time limit you should not exceed unless medically necessary for the mother or fetus. There should be a limit on how many abortions you are able to obtain in a certain time.",3,sages
81,I believe vaccines should be mandated because they help stop the spread of horrible diseases that can wipe out millions of people.,3,sages
84,"Out of the three, I am most passionate about the defunding of the police. In my community, the police are absolutely useless. They accomplish almost nothing and in fact, make many situations worse. My town just spent millions of dollars opening a brand new compound for the local police because their current station wasn't massive enough - meanwhile, there are little to no mental health resources in the community, and our schools are suffering by being underfunded.",3,sages
85,"I believe that standardized tests are an important part of college admissions. They were originally a way to directly compare students from different high schools. Without a standardized system, students from highly ranked high schools have a big advantage in the admissions process.",3,sages
88,"The SAT/ACT tests being removed from college admissions is something I strongly oppose. Everyone I knew studied extremely hard for this tests and the ones that put in the work got the right results. People who claimed to be bad test takers happened to be the people who didn’t care about them at all. They measure basic knowledge as well as ability to prepare and perform under pressure. It’s definitely difficult, but helps prepare students for difficulties they’ll face in college.",3,sages
90,"I do not support defunding the police, because I believe that it promotes crime. However, I do support police reform and actually having checks of power on the police especially when it comes to racial bias. This is because I do believe there is a problem with police brutality and racial biases, but I do believe we still need the police.",3,sages
91,"I believe that vaccines should be mandated because they keep our communities safer while particularly protecting the most vulnerable people in a population. It is our duty as a society to do what we can to keep our communities healthy, and mandates ensure this by normalizing this view. The pandemic has shown that a large proportion of Americans will choose to act selfishly given the choice, and personal freedom can only stretch so far when lives are at stake.",3,sages
92,"I am deeply conflicted on the subject of abortion. I look at my children and grandchildren and cannot comprehend anyone killing a helpless infant.

That being said, I am appalled and disgusted by what I view as completely hypocritical and shameless pandering by the GOP to the minority Evangelical “ Christian ultra right.

I recall that Hitlers Germany was a Christian country.

I strongly object to political hacks forcing laws to pander to a minority",3,sages
95,"Defund the police- I don't support a total defunding of the police, but I feel police departments get an outsized proportion of funding in most municipalities/states. Police have proven themselves to be incapable of deescalating and resolving many issues like domestic disputes, mental health emergencies, minor traffic violations, drug use, etc. Police often create worse outcomes for those situations and then after they kill someone for no reason, the organization will pay millions of dollars in damages to the families/victims. Excess funding should be removed from police departments to come up with better programs/solutions/responses for those types of problems and let police focus on violent crimes, sexual crimes, theft, white collar crime etc. We should also stop funding the damages that come from lawsuits from their mistakes, that should come directly from the officers involved and the department's police pension/retirement fund.",3,sages
97,"Abortion- I have no opinion on this, it isn't for me to debate the issue, I do not vote as I believe one vote does not matter and the opinion of one person matters very very little in a population this size. Thus I don't care about it.",3,sages
98,"I think vaccines should be mandated because people should not be able to walk around freely spreading a preventable disease.  Nobody's personal beliefs are more important than the medical science.  If people choose to not be vaccinated they shouldn't be allowed in schools, offices, stores, etc...",3,sages
99,"Making abortion illegal.  I have strong stances on this topic as I believe in a woman's right to choose.  There are many circumstances that need to be considered when a woman is making the choice to maintain a pregnancy that are not always black and white.  Many circumstances can lead to a dangerous position for the woman and even death.  Not only extreme circumstances such as death are to be considered but also socio economics.  If a woman is living in poverty, she will continue to live that way if she is forced to raise a child.  Then, that child will be raised in poverty and a cycle will continue.",3,sages
101,"Why should abortion be legal? Women should be in control of their own bodies. A fetus is not a living person and the actual mother's life should be considered of more value. Abortion can be beneficial as a life-saving procedure. Very few women are choosing third trimester abortions except in life-saving circumstances, and so the issue applies only when the fetus is much smaller. Women should also have confidentiality about these medical procedures, which goes away if abortion is outlawed. We are effectively denying women their liberty by restricting access. And, many will still get them anyway, but via much less safe procedures.",3,sages
102,"Defunding the police is a catchall for the worries people have about police abusing their power. Also, the funding they receive has mostly been spent on militarization of the police force rather than focusing on community involvement and more caring approaches to law enforcement. Police are often, rightfully, seen as bullies and the massive funding the departments receive is a major reason behind this. I think that it is important for police departments to work with the community rather than fighting it and while I think that funding levels should not actually be cut but repurposed to better serve the communities, however unless that change is mandated it is unlikely to happen, so I support short term defunding to get police departments more in line with what their goals should be.",3,sages
106,"For vaccine mandate, I support the vaccine mandate because it reduces hospitalization and disease severity which helps to end the pandemic.",3,sages
108,"I think abortion should be legal. I hold this position because bringing a new human into the world is life-altering for everyone involved, and no abortion access causes more harm than it solves. Every child deserves to be born to a loving and safe environment. Every person with a uterus deserves to decide if they will continue a pregnancy or not. Pregnancy also carries a lot of medical risk, and abortion is a lower risk than pregnancy.",3,sages
109,"For whether standardized tests should be used in college admissions, I am unsure where my position lies because it is a complicated issue and I can see both sides of the problem. On the one hand, studies have shown that standardized tests may discriminate against students who are less well-off because they don't have the resources needed to succeed as well, and the tests are not an accurate reflection of the totality of student ability, but on the other hand, some sort of metric is needed to understand an applicant's ability in certain academic subjects, at least for some programs, and having more information about a student's strengths and weaknesses can be helpful.",3,sages
110,"When it comes to SAT's being removed, I think that they should. The reason I think that is because there is many other ways to test a student's ability and efficiency on how well they perform and they could be good in many other areas and just an overall bad tester due to anxiousness, overthinking or any other reason. This shouldn't be the make or break for a student in the future, Especially when it gets up to the college level.",3,sages
112,"I believe that drugs should be legalized. Far too many people are incarcerated for drug use and related crimes. Legalizing drug use would allow law enforcement to focus on more important matters, allow prison overcrowding to be alleviated, and allow for additional tax revenue to flow into government coffers. It would also allow people to decide for themselves what they put into their bodies. Alcohol, cigarettes, and bad food are not outlawed for adults, so why should drugs they are willingly choosing to take? Time to let people make their own decisions.",3,sages
114,"Affirmative Action.
as a visible POC myself I really do not like Affirmative Action. it is unfair to hold people accountable today for what MAY have happened to someone who looks like you decades or centuries ago. we should strive to judge people based on what that specific person does. I do not want people thinking that I have my job because of Affirmative Action or that my kids got into college not because they were qualified but because of the color of their skin. anyone who talks about ""equality"" and is for this racist program is a hypocrite and a liar. I want people to be judged the way MLK did - on the content of their character and not on the color of their skin. it is especially strange because a person who just came to this country can be considered ""oppressed"" and a ""victim"" so they get special rights that a poor person living here their whole life never sees.",3,sages
122,"I strongly support defunding the police, which is divisive in part because of the connotations that phrase implies. I don't think police should be abolished, or that they shouldn't be armed. What I do support is using part of their budget to hire qualified mental health professionals that can handle non-violent emergencies. It would reduce strain on the police department, who can better focus on violent crime, and help prevent needless escalation of situations that, more often than not, can be resolved peacefully by a social worker. These programs already exist all over the country, and the vast majority require zero police backup and save the police department thousands of dollars.",3,sages
123,"I’m a big advocate for the issue of abortion as I believe that there are many mothers who are victims of rape and could potentially be killed from having a baby, so it should be readily available. Additionally, children should only be brought to this world if they will be loved, which isn’t often the case as women who can no longer abort may be incapable mothers.",3,sages
125,"Drug legalization
I believe drugs should be legalized. The War on Drugs was lost decades ago.  The drug market is now controlled by criminals.  If legalized, less adulterated drugs would probablly be available. We could free up resources to treat mental health.  Drug laws have been disportionately enforced upon minorities",3,sages
126,"I believe drugs shouldn't be legalized. In fact, I'm of the controversial opinion that we should further restrict currently legal drugs (marijuana, alcohol, and tobacco -- I say make the legal age 26, after your brain has fully developed). 

I have a lot of medical personal in my family, so I often get told of the latest studies of the effects of drugs. And not just 1st hand but 2nd and 3rd hand as well in the case of smoking. These things, when not administered by a doctor to treat a specific condition, are very hazardous and impactful. Therefore I say that people shouldn't be using them to self-medicate and especially not for a pleasurable high. 

Now I also understand that legalizing them would allow people to be more safe when using them. That is an important argument, I lost a cousin due to a drug he illegally bought containing fentanyl instead of what he thought it was. But I still think we shouldn't be encouraging non-prescribed drug use. In my cousin's case, he couldn't afford prescribed pain medication for a back issue, so I think we should instead start lowering medical costs by restructuring the insurance industry.",3,sages
127,"Abortion should not be illegal. It should not be a crime. In this modern day, women and people able to have children, shouldn’t have restrictions put on their bodies. There are so many different scenarios I can think of in which it should not be illegal. There are way too many people out there who are not yet financially responsible or capable of raising a child. Let’s not forget the ones who had a child forced upon them. It isn’t fair. Everyone should have rights over their own bodies. It’s 2022 and it feels like they are trying to go back in time. It’s not right.",3,sages
128,"Abortion is a very hot topic currently, and it has meaning to me for multiple reasons. Firstly, I'm not a fan of government control; I believe certain things need to be controlled, but this isn't one of those things. Secondly, Mother mortality rate during illegal abortions is horrific and the law doesn't stop them from happening. Thirdly, I don't believe all fetuses have the right to live if they greatly impede the mother (I won't be elaborating at this time, but this is a huge gray area that shouldn't be black and white.) Lastly, I'm in support of abortion if it's to prevent absolute suffering of the fetus.",3,sages
131,"I feel it's important for the police to be well funded. Otherwise, they will have insufficient resources to protect people with. Additionally, the police force may be less motivated to risk their lives for less pay. If the police get defunded, the local government will be to blame if lives are lost because of it.",3,sages
132,"Because multiple-part abortion is legal only in certain circumstances, most states allow it if the pregnancy is the result of rape, if it puts the woman's life at risk, and when the abortion is accidentally induced, 2 In the public discussion, the points of view indicated usually conflict and this is evident in the situations where the subject acquires preponderance in the media.",3,sages
133,"Abortion should be reserved only if the mother's life is in danger.  Aborting fetuses is basically murder since the age of viability is irrelevant and just a flimsy excuse to go ahead and end an otherwise healthy pregnancy.  It should not be allowed even if women say they have rights to their bodies since the fetus is ""another? life to consider in the choice of the mother.",3,sages
138,"Police should be defended because they have been given far too much money in order to become more militarized. Police should be funded enough to protect and serve but not like a military. Additionally, money could be used to fun community outreach and mental health services to respond to appropriate situations that don't require an armed police presence. Police officers also tend to be under-educated compared to the level of decision-making that goes into their profession. Teachers require more education and they aren't usually responsible for life and death decisions.",3,sages
139,"The reason I slightly support mandated vaccines is because I know they are for the greater good and help to control/eliminate diseases in our community. However, I am pro choice, and even though I don't agree with someone not getting vaccinated, it is a core belief of mine that no one should tell you what to do with your body. It's your choice and shouldn't be forced upon someone.",3,sages
140,i think defunding the police is something that should be considered. the money can be reinvested in the community and help those who need it so they don’t end up needing the police. there can be a creation of a newer law enforcement because the current one is structured within a corrupt and racist institution. the current system gives regular people power over others in an unsafe and gross way that cannot be taught away.,3,sages
144,"Defunding the police is perhaps the most ludricous issue of the three presented.  This has bubbled over not kust to police departments, but also to extemded to soft on crime prosecution. While I am for doing what we can to help mentally challenged people overcome their issues to become better citizens, the exploding crime rates and lack of prosecution for crimes in many large, democrat-run cities is proof that this concept simply does not work and was not well though out from the onset.",3,sages
145,I am pro-choice on abortion because I don't think religious beliefs should impact someone else's right to necessary healthcare treatments. I find it absurd that religions and governments think they have the right to control someone else's choices about their body.,3,sages
151,"Defunding the police is a very difficult and complicated policy. On one hand, we have to demilitarize our police forces. They are not the military and fighting wars, yet they are outfitted with weapons of war, but not properly trained to handle much of what happens in the streets with emotionally disturbed people, domestic disputes and low level crimes such as drug possession, homelessness and shop lifting. They must absolutely be retrained and re-educated to handle the majority of their daily duties. More outreach to social workers and child services instead of armed conflicts. At the same time, we cannot allow armed criminals to take advantage of changed policy, so a hardcore element of crime fighting is still required.",3,sages
152,"I suppose the biggest issue is on abortion.  I don't feel like the Supreme Court should so easily have turned again Roe v Wade and took away the constitutional right of women to have an abortion.  I am not a woman, but if I were a woman, I would feel like my country has turned against me.  I don't see why the Religious Right has such a strong hold in the Republican party.  Also, I think it is such a misjustice that a woman would lose her life because of health concerns that could be alleviated if she were to have an abortion.  I think it's horrible that Texas allows people to sue one another over abortion when it has nothing to do with that person.  I do think that abortion should be controlled on some level, but definitely it shouldn't be taken away and laws put into place that don't take into account a woman's life situation.",3,sages
155,"I feel that abortion should be legal up until certain period. Woman or people with uteruses who have the ability to get pregnant should be in control of their body and to force these people to go through something that is life changing and can uproot everything is irresponsible and not humane. Our country doesn't even provide a great life for people who need help when they get pregnant and need to raise their children. It would be one thing if this country provided the basic for children and babies to flourish but this country doesn't provide that and sometimes, feels like they purpose are ruining children's lives. Additionally even if the government provided support, they should not be telling people what to do with their bodies. Some of these people might not have wanted the pregnancy whether it was due to accidental pregnancy, getting raped or have health complications that may affect the pregnant person or the baby in utero and to force them to go through pregnancy and birth is so irresponsible and evil. The government doesn't govern men's bodies and only wants to control women to keep them down.",3,sages
156,"I am pro-choice to my dying breath. No one should be forced to have a child, whether or not they had consensual sex or used birth control or not. It isn't fair to the mother, it isn't fair to the child, and it's not fair to the father either. Children should not be used as tools of punishment for a woman having sex, and women should be allowed full bodily autonomy like men do. We cannot force dead people to donate organs to save the lives of others. Women should not be forced to allow a fetus to occupy their body.",3,sages
158,"I support mandatory vaccination because this is a very important issue today because diseases are spreading faster and faster and are evolving so we must all be protected to avoid further contamination and also to protect those people who can not be vaccinated, this also helps to avoid a major economic collapse and will allow children to be more protected against new diseases in the long term.",3,sages
159,"Abortion, it’s murder. You are killing a child. I always believed it was murder, but I also respected those who chose to have an abortion, it was always their choice, but it was choosing to kill a child. When states started moving to infanticide, I believe they woke a sleeping giant. They went to far, your choices whee wrong no.",3,sages
161,"Abortion on the whole should be legal. While it is understandable than people would see a fetus as deserving of protections, on the whole I think a woman's right to make choices about her body is greater. I would support abortion bans at later stages of pregnancy",3,sages
162,"I believe that standardized testing should not be mandatory. I think that state standardized tests should not be hung over teacher's heads as a looming threat. There should be another way that states confirm that teachers are doing their jobs well, such as each student reporting on one thing they learned a lot about in each subject every year, or teachers providing evidence of their student's progression through the year. I think that federal standardized tests like the SAT and ACT should be options for students who want to go to college and prove that they are proficient in test taking, but I do not think they should be required, regardless of whether or not the student has an IEP or 504 Plan. I think these things because tests are not always a good representation of intellect of students, or of the skill of teachers. Some students could know all of the information in the real world, but fail the test, while other students could ace the test because of pure luck.",3,sages
